"PERMIT_NO","ACTION_DATE","ACTION_TYPE","ACTION_BY","ACTION_DESCRIPTION","LOCKID","RECORDID","COMPLETED_DATE","update_originator_id","update_timestamp","create_timestamp","exID","insert_originator_id"
"FP2014-0101","2014-12-02 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(12/2/2014 11:13:14 AM AY) Action Created(12/2/2014 11:13 AM AY) Todd T. brought in CLOMR-F application; placed original CLOMR-F application in Ed's inbox per Ed's request and added this review for his sign off.  Todd will pick up the application CLOMR-F when Ed has signed off for submittal to DHS-FEMA.","","AY:1412021113141197","2014-12-02 00:00:00","0","00000000209E5DB2","547245887","","0"
"BP2014-0107","2014-12-04 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(12/4/2014 2:48:36 PM AY) Action Created(12/4/2014 2:48 PM AY) Spoke to Diane and she requested that I email her / Jacqui as she is not aware of the approved plans.  Jacqui will follow up with us and upload the approved documents and plans on Monday, Novemenber 8, 2014, according to Diane; as Jacqui is not is the office today.","","AY:1412040248353841","2014-12-04 00:00:00","0","0000000020C15020","549539755","","0"
"BP2014-0173","2014-12-16 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(12/16/2014 8:09:29 AM AY) Action Created(12/16/2014 8:09 AM AY) Spoke to Rod Short and informed him of the inspections pending in order to complete the 433: EH, Fire District, verification of insignia/ serial #, and final inspection. He will be in to pick up a duplicate permit card as permit card was lost.","","AY:1412160809299785","2014-12-16 00:00:00","0","0000000021489B6E","558406472","","0"
"FP2015-0033","2015-02-12 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(2/12/2015 3:08:22 PM AY) Action Created(2/12/2015 3:08 PM AY) CLOMR-F application has been submitted for Ed Short to review. Placed in inbox.","","AY:1502120308224758","2015-02-12 00:00:00","0","0000000025FB9F8A","637242991","","0"
"FP2015-0023","2015-02-18 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(2/18/2015 9:12:52 AM AY) Action Created(2/18/2015 9:12 AM AY) Obtained email from the Assessor's Office and this proposed project is determined to be a non-substantial improvement - see attachment (Checklist for Determination of Substantial Improvement & Assessors email).","","AY:1502180912528557","2015-02-18 00:00:00","0","000000002633EA54","640935545","","0"
"BP2014-0173","2015-02-20 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(2/20/2015 4:48:45 PM AY) Action Created(2/20/2015 4:48 PM AY) Informed Tom Davis to do an inspection to obtain insignia/ serial # for this mh in order to record 433a/b. Chris Trapp will notify the owner. His contact # 916.652.6549.","","AY:1502200448451199","2015-02-20 00:00:00","0","000000002659F3F2","643429250","","0"
"FP2015-0033","2015-03-04 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(3/4/2015 10:04:00 AM AY) Action Created(3/4/2015 10:04 AM AY) Chris Learch with L & M emailed pg. 2 that was missing from the application.  I replied to him informing him that I would insert it and also cc: Ed Short for his final review.  Debbie will scan this Application pckg which includes Ed's signature and pg. 2.","","AY:1503041004001436","2015-03-04 00:00:00","0","0000000026DF45B4","652166564","","0"
"FE2015-0071","2015-05-04 00:00:00","ASR-ADDRESS","ANGELICA YEPEZ","(5/4/2015 8:38:27 AM AY) Action Created(5/4/2015 8:38 AM AY) Address assigned to this parcel is 43195; see addressing map page P20.","","AY:1505040838266708","2015-05-04 00:00:00","0","0000000057CE7BA7","702912452","","0"
"BP2015-0471","2015-06-16 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(6/16/2015 4:03:50 PM AY) Action Created(6/16/2015 4:03 PM AY) Jess with Knolle Electric brought in pg's E-1, E-2 to slip sheet into the plans.  Noticed that Planning had not been routed, so I talked to Stephanie and she asked to route this permit.  Added the Planning, electrical, permit issuance, seismic fees.","","AY:1506160403505949","2015-06-16 00:00:00","0","0000000056D331B0","757826418","","0"
"FP2015-0079","2015-06-24 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(6/24/2015 5:04:22 PM AY) Action Created(6/24/2015 5:04 PM AY) Application for CLOMA was submitted on May 6, 2015 but Mrs. Meadows had requested to hold off on it.  I received a phone call from Eddie Moravec and he indicated to forward it to Ed Short for review, so that upon Ed's approval he could forward it to FEMA.","","AY:1506240503341457","2015-06-24 00:00:00","0","000000002D902D9A","764423247","","0"
"BP2014-0107","2015-10-07 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(10/7/2015 3:34:19 PM AY) Action Created(10/7/2015 3:34 PM AY) Tony brought in re-submittal for Fire Code review. See attached.(10/22/2015 11:12 AM AY)Elaine spoke to both Ed, Gabriela and I, regarding the plan cycle that was brought in on 10/7/2015.  We agreed that it is Fire Code Cycle 2 and Bldg. Divsion Cycle 6; however, Ed didn't want us to add Cycle 6 review until Elaine compares the approved set of plans that WC3 previously approved.  If changes are present, then Cycle 6 will be added.","","AY:1510070334193098","2015-10-07 00:00:00","0","0000000056D31C36","876250143","","0"
"BP2014-0107","2015-11-23 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(11/23/2015 4:13:55 PM AY) Action Created(11/23/2015 4:13 PM AY) Per Ed Short, permit fees have been verified and okay to collect.","","AY:1511230413550978","2015-11-23 00:00:00","0","00000000365BFD1E","911998228","","0"
"FE2015-0382","2015-12-01 00:00:00","VERIFY PARCEL NUMBER","ANGELICA YEPEZ","(12/1/2015 8:30:01 AM AY) Action Created(12/1/2015 8:30 AM AY) Lot 46 (APN: 042-674-010)","","AY:1512010830004319","","0","00000000369DB4C1","916305087","","0"
"FE2015-0383","2015-12-01 00:00:00","VERIFY PARCEL NUMBER","ANGELICA YEPEZ","(12/1/2015 8:42:39 AM AY) Action Created(12/1/2015 8:42 AM AY) Lot 47 (APN: 042-674-009)","","AY:1512010842394353","","0","00000000369EAC32","916368432","","0"
"FE2015-0384","2015-12-01 00:00:00","VERIFY PARCEL NUMBER","ANGELICA YEPEZ","(12/1/2015 8:43:54 AM AY) Action Created(12/1/2015 8:43 AM AY) Lot 48 (APN: 042-674-008)","","AY:1512010843544367","","0","00000000369EAD0F","916368653","","0"
"FE2015-0385","2015-12-01 00:00:00","VERIFY PARCEL NUMBER","ANGELICA YEPEZ","(12/1/2015 8:46:46 AM AY) Action Created(12/1/2015 8:46 AM AY) Lot 49 (APN: 042-674-007)","","AY:1512010846464423","","0","00000000369EAFF0","916369390","","0"
"FE2016-0172","2016-04-26 00:00:00","ASR-ADDRESS","ANGELICA YEPEZ","(4/26/2016 9:09:38 AM AY) Action Created(4/26/2016 9:09 AM AY) Address assigned to this property is 45890 County Rd 30.  Refer to M21.","","AY:1604260909374010","2016-04-26 00:00:00","0","0000000057D2DEF4","1035883555","","0"
"BP2016-0361","2016-06-27 00:00:00","CORRESPONDENCE","ANGELICA YEPEZ","(6/27/2016 11:09:22 AM AY) Action Created(6/27/2016 11:09 AM AY) Emailed applicant (Daniel) and informed him of the permit status and fees due.","","AY:1606271109223143","2016-06-27 00:00:00","0","0000000040B1E425","1085361397","","0"
"BP2014-0107","2016-08-29 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(8/29/2016 8:52:07 AM AY) Action Created(8/29/2016 8:52 AM AY) Revision #1: Revising the vestibule; refer to Delta #6. Pages submitted for revision are SV.1, A2.0, A4.0, A4.1 and structural calcs.  Pending T-24 to be submitted for this review; okay to submit per Ed. Brandon is aware that we are bringing this in without the Title 24 and review will not begin until this is submitted. Ed indicated that it will be 5 day turn around upon submittal of Title 24.","","AY:1608290852075755","2016-08-29 00:00:00","0","0000000043E920E9","1139351327","","0"
"FP2016-0112","2016-09-29 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(9/29/2016 3:30:57 PM AY) Action Created(9/29/2016 3:30 PM AY) Approved construction drawing elevation certificate was placed on my desk; hadn't been scanned yet, so went to file it and noticed that the Floodplain permit was not previously created so  I created the FP.","","AY:1609290330560735","2016-09-29 00:00:00","0","00000000458510B9","1166348297","","0"
"FP2016-0113","2016-09-30 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(9/30/2016 10:18:06 AM AY) Action Created(9/30/2016 10:18 AM AY) Chris Lerch brought in Finished Construction Elevation Certificate for review.","","AY:1609301018061030","","0","00000000458BE6C3","1166796479","","0"
"BP2016-0669","2016-10-19 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(10/19/2016 9:05:00 AM AY) Action Created(10/19/2016 9:05 AM AY) Angelina Zuniga has a lease to buy the property directly from the owner; however, owner has not provided the Owner Builder form yet.  Apparently there are attorney's involved betw/ the owner: Serrano & lease to buy owner: Zuniga's. Zuniga's have been cooperating in submitting permit application...plans, etc. and have paid applicable fees.  Mrs. Zuniga is aware that her application will expire on 2/21/17 and that we need the Owner Builder / Authorization of Agent forms in order to issue permits.","","AY:1610190905000062","2016-10-19 00:00:00","0","0000000046691A68","1181293144","","0"
"BP2016-0669","2016-11-08 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(11/8/2016 10:18:13 AM AY) Action Created(11/8/2016 10:18 AM AY) Spoke to Mr. Serrano and he had questions regarding the Owner Builder form and he mentioned that he wanted to make sure that a contractor completed the work if any to complete, and I mentioned that he is entitled to make that request but he may need to pass that information on to his attorney.  I mentioned that we don't babysit the job and that we can't get involved checking to see if each person on the job is a contractor.  I also mentioned that from my knowledge all the work is complete, as these are As Built permits.  Mr. and Mrs. Serrano wanted me to provide them with the page number for each page of the plans and I read off the page numbers from the approved field set of plans.  They had concerns that the Zuniga's are doing more work without them knowing and since they are still the property owners, they are entitled to know.  I informed them that they could come in and view the plans since they are public record.  They said they should be entitled to a copy and I indicated that they should obtain copyright permissions as I am not sure who owns the plans, since the Zuniga's were the ones to apply and submit the plans.  Informed Mr. and Mrs. Serrano that we need to issue the permits before the expiration date and also informed them that new codes will be in effect as of 1/1/2017.","","AY:1611081018136593","2016-11-08 00:00:00","0","00000000473B3CB7","1195063599","","0"
"BP2016-0669","2016-11-21 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(11/21/2016 9:49:38 AM AY) Action Created(11/21/2016 9:49 AM AY) Prepared copies of the structural calcs and the Title 24 for Mrs. Zuniga.  Okay to copy per Ed Short, since they won't be able to build off of the calcs; however, not able to make copies of plans (since the permit is not issued yet).","","AY:1611210949384464","2016-11-21 00:00:00","0","0000000047BF14A7","1203704935","","0"
"BP2016-0976","2016-12-07 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(12/7/2016 12:01:21 PM AY) Action Created(12/7/2016 12:01 PM AY) Applicant Sean Freitas brought in paperwork for Permit Simplicity but since not all the permit approvals were obtained, Ed indicated that it was going to go through regular process but if he completed all necessary approvals, that then it could be a Permit Simplicity.","","AY:1612071201218442","2016-12-07 00:00:00","0","00000000487D2D4E","1216163122","","0"
"BP2016-0975","2016-12-07 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(12/7/2016 12:01:37 PM AY) Action Created(12/7/2016 12:01 PM AY) Applicant Sean Freitas brought in paperwork for Permit Simplicity but since not all the permit approvals were obtained, Ed indicated that it was going to go through regular process but if he completed all necessary approvals, that then it could be a Permit Simplicity.","","AY:1612071201368443","2016-12-07 00:00:00","0","0000000056D2CA91","1216163165","","0"
"FP2017-0008","2017-01-27 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(1/27/2017 8:42:55 AM AY) Action Created(1/27/2017 8:42 AM AY) David & Tamara LaBelle were in yesterday to submit their CLOMR-F. Ed reviewed their CLOMR-F and they took their signed copy.  Ed kept office copy - see attached.","","AY:1701270842552401","2017-01-27 00:00:00","0","000000004A6962E8","1248420556","","0"
"FE2016-0540","2017-01-30 00:00:00","ASR-ADDRESS","ANGELICA YEPEZ","(1/30/2017 2:38:32 PM AY) Action Created(1/30/2017 2:38 PM AY) New address assigned to site is 16628 CR 81; refer to H8.","","AY:1701300238324604","2017-01-30 00:00:00","0","000000004A81A07E","1250008541","","0"
"BP2016-0669","2017-02-23 00:00:00","EXPIRATION NOTICE","ANGELICA YEPEZ","(2/23/2017 8:15:46 AM AY) Action Created(2/23/2017 8:15 AM AY) Permit extension granted; see attached.","","AY:1702230815453750","2017-02-23 00:00:00","0","000000004BB4A684","1270130126","","0"
"FE2017-0093","2017-03-03 00:00:00","ASR-ADDRESS","ANGELICA YEPEZ","(3/3/2017 3:19:36 PM AY) Action Created(3/3/2017 3:19 PM AY) Address assigned to the child care center is 26137 Grafton Street. Refer to map page J11.","","AY:1703030319362062","2017-03-03 00:00:00","0","0000000057D218BC","1277558823","","0"
"BP2017-0214","2017-03-23 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(3/23/2017 1:55:56 PM AY) Action Created(3/23/2017 1:55 PM AY) Created this record to determine the estimted cost of permits. Voided status and removed reviews.","","AY:1703230155551566","2017-03-23 00:00:00","0","000000004D3EDED1","1295965893","","0"
"BP2017-0289","2017-05-22 00:00:00","CALLED APPLICANT","ANGELICA YEPEZ","(5/22/2017 8:16:36 AM AY) Action Created(5/22/2017 8:16 AM AY) Spoke to Eric and informed him of the status and fees due at permit issuance.","","AY:1705220816368909","2017-05-22 00:00:00","0","000000005072AEF2","1349693098","","0"
"BP2016-0793","2017-06-13 00:00:00","EXTENSION REQUEST","ANGELICA YEPEZ","(6/13/2017 2:20:14 PM AY) Action Created(6/13/2017 2:20 PM AY) Extension request submitted/ approved. See attached.","","AY:1706130220146844","2017-06-13 00:00:00","0","000000005186A18E","1367777632","","0"
"BP2016-0669","2017-06-27 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(6/27/2017 9:24:07 AM AY) Action Created(6/27/2017 9:24 AM AY) Mrs. Zuniga came in and is very aware that her permit is going to expire on August of this year and came in to let us know that she is working with an investor to obtain a loan and wanted to know if we will be able to give her another extension in August.  I spoke to Tom and as long as she comes in before it expires, we could extend her permit based on her hardship.","","AY:1706270924085919","2017-06-27 00:00:00","0","000000005231796F","1378973899","","0"
"FE2017-0312","2017-07-07 00:00:00","NOTICE OF FEES DUE","ANGELICA YEPEZ","(7/7/2017 10:27:33 AM AY) Action Created(7/7/2017 10:27 AM AY) FSA fees are not applicable to BP2017-0441, as mh (permit #92385) is an offset of the FSA fees.  Demolition permit (BP2017-0444) is being obtained and is to be issued prior to BP2017-0441.","","AY:1707071027332456","","0","0000000052D0A9E0","1389406686","","0"
"BP2016-0669","2017-08-07 00:00:00","CORRESPONDENCE","ANGELICA YEPEZ","(8/7/2017 11:09:24 AM AY) Action Created(8/7/2017 11:09 AM AY) Mr. Serrano called and emailed inquiring about his status of the two permits: BP2016-0413 & BP2016-0669.  Informed him of the status (pending Owner Builder & Authorization of Agent forms) via email.  See attached email.","","AY:1708071109243964","2017-08-07 00:00:00","0","00000000543EBA98","1413391819","","0"
"BP2016-0536","2017-08-18 00:00:00","EXPIRATION NOTICE","ANGELICA YEPEZ","(8/18/2017 2:03:52 PM AY) Action Created(8/18/2017 2:03 PM AY) Extended permit; see attached.","","AY:1708180203527333","2017-08-18 00:00:00","0","00000000550363CC","1426285500","","0"
"FE2017-0376","2017-08-25 00:00:00","ASR-ADDRESS","ANGELICA YEPEZ","(8/25/2017 3:37:37 PM AY) Action Created(8/25/2017 3:37 PM AY) Addressing assigned to business office is 32484 CR 24; J14.","","AY:1708250337373624","2017-08-25 00:00:00","0","0000000057D48A81","1433102890","","0"
"BP2016-0526","2017-09-25 00:00:00","ASR-ADDRESS","ANGELICA YEPEZ","(9/25/2017 10:12:12 AM AY) Action Created(9/25/2017 10:12 AM AY) Address assigned to this business facility warehouse is 26110 CR 105. Refer to map page N20.","","AY:1709251012120061","2017-09-25 00:00:00","0","0000000056F69903","1459000812","","0"
"FE2018-0025","2018-02-02 00:00:00","ASR-ADDRESS","ANGELICA YEPEZ","(2/2/2018 3:56:37 PM AY) Action Created(2/2/2018 3:56 PM AY) Address assigned to this business site is 22547 CR 23; refer to addressing map page J9.","","AY:1802020356374483","2018-02-02 00:00:00","0","000000005D923CAA","1569864750","","0"
"BP2016-0526","2018-02-22 00:00:00","CALLED APPLICANT","ANGELICA YEPEZ","(2/22/2018 2:37:57 PM AY) Action Created(2/22/2018 2:37 PM AY) Spoke to Sukhjit and informed him of the permit status: pending Planning, Public Works (encroachment permit), Fire site/ Fire District / School District and gathering signatures on Special Inspection form.  He will be in to pick up routing forms and Special Inspection forms and follow up with Planning / Public Works.","","AY:1802220237571429","2018-02-22 00:00:00","0","000000005E80FC30","1585511345","","0"
"BP2018-0535","2018-06-14 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(6/14/2018 11:07:05 AM AY) Action Created(6/14/2018 11:07 AM AY) Esitmate prepared and permitting docs emailed to Realtor: Janice @: janicecurran@sbcglobal.net...","","AY:1806141107045445","2018-06-14 00:00:00","0","00000000650762CC","1694982079","","0"
"BP2018-0486","2018-06-19 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(6/19/2018 11:10:00 AM AY) Action Created(6/19/2018 11:10 AM AY) Spoke to Leslie Lundholm and she will be scheduling a pick-up for this afternoon.  I informed her that this should have been picked up since last week.  She is aware that this should not delay their response and review time.","","AY:1806191110002033","2018-06-19 00:00:00","0","00000000654E9B42","1699639194","","0"
"BP2018-0516","2018-07-03 00:00:00","ASR-ADDRESS","ANGELICA YEPEZ","(7/3/2018 8:58:56 AM AY) Action Created(7/3/2018 8:58 AM AY) Address assigned to residence is 37074 Merlot Place; refer to addressing map page J17a.","","AY:1807030858562389","2018-07-03 00:00:00","0","000000006608AEC1","1711844983","","0"
"BP2018-0548","2018-07-26 00:00:00","FISCAL COMMENTS","ANGELICA YEPEZ","(7/26/2018 2:03:32 PM AY) Action Created(7/26/2018 2:03 PM AY) FSA fee condition - see attached.","","AY:1807260203313520","2018-07-26 00:00:00","0","0000000067190EC7","1729672711","","0"
"BP2018-0486","2018-08-28 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(8/28/2018 7:51:29 AM AY) Action Created(8/28/2018 7:51 AM AY) Provided Adam from Fahrenheit Fire the correction letter from BV per his request.","","AY:1808280751290085","2018-08-28 00:00:00","0","00000000687B0043","1752857660","","0"
"BP2018-0282","2018-04-13 00:00:00","ASR-ADDRESS","ANGELICA YEPEZ","Address assigned to this residence is 27038 Capay Street.  Refer to map page H11 & H12.","","AY:1808310356263716","2018-04-13 00:00:00","0","0000000068C3223F","1757618719","","0"
"BP2018-0282","2018-11-15 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(11/15/2018 11:31:07 AM AY) Action Created(11/15/2018 11:31 AM AY) Spoke to Mr. Jacobs and informed him of the permit status: pending Service District / Public Work along with the permit fees due at permit issuance. He states that he brought in the Service District form when the School / Fire forms were brought in but we have no record of this.  He stated he would bring in a copy at permit issuance.","","AY:1811151131074353","2018-11-15 00:00:00","0","000000006EFC7CAD","1862032883","","0"
