busiNumber,Status,busiType,busiSubType,busiCompanyName,OWNERSHIP_TYPE,busiTaxID,busiBillTo,busiOwnerName,busiEmployQty,busiSIC,busiWorkComp,busiWorkCompNumber,busiWorkCompISS,busiWorkCompExp,busiNotes,busiCSLBNumber,busiCSLBExp,,busiCSLBNumber,busiCSLBType,busiCSLBExp,busiChemicals,busiFireArms,busiCommercial,busiHomeOcc,busiPrinted,CLASSIFICATION,busiActive,busiLastActive,busiFeesCharged,busiFeesPaid,busiFeesDue,busiEmail,busiSiteNumber,busiSiteStreet,busiSiteUnit,busiSiteCity,busiSiteState,busiSiteZIP,busiSiteAddress,busiSiteCityStZIP,busiSiteGEOType,busiSiteAPN,busimailAddress,busiMailCity,busiMailState,busiMailZIP,busiMailEqualsLocation,BusiPhysAddress,busiPhysCity,busiPhysState,busiPhysZIP,busiTel,busiLastModified,busiCreated,LOC_RECORDID,busiTRAKiTID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12728,Legacy Record,CONTRACTOR,SOLAR/PV,"PHOENIX ENERGY SOLUTIONS, INC",CORPORATION,,PHOENIX ENERY SOLUTIONS,MICAH GILMORE,,,,,,,,,,Yes,981354,C-20/C-46,2/28/2019,,,,,,,,,0,,0,admin@gophoenixenergy.com,3332,HEIGHTS DRIVE,# 220,"Cameron Park,",CA,95682,3332 HEIGHTS DRIVE # 220,"Cameron Park, CA 95682",,,3332 HEIGHTS DRIVE # 220,"Cameron Park,",CA,95682,Yes,3332 HEIGHTS DRIVE # 220,"Cameron Park,",CA,95682,916-716-5650,000000009B76043E,1686488969,,ANE:1806060105503522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12729,Legacy Record,CONTRACTOR,CONSTRUCTION,"URATA & SONS CONCRETE,LLC",LIMITED LIABILITY CORPORATION,,"URATA & SONS CONCRETE,LLC",CHARLES URATA,,,,,,,,,,Yes,1035874,C-8,2/28/2019,,,,,,,,,190.32,190.32,0,brooklye@urataconcrete.com,3430,LUYUNG DRIVE,,RANCHO CORDOVA,CA,95742,3430 LUYUNG DRIVE,RANCHO CORDOVA CA 95742,,,3430 LUYUNG DRIVE,RANCHO CORDOVA,CA,95742,Yes,3430 LUYUNG DRIVE,RANCHO CORDOVA,CA,95742,916-638-5364,0000000086BCD91A,1689232341,,ANE:1806081055570289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12734,Legacy Record,CONTRACTOR,CONSTRUCTION,DEVRIES HVAC INC,CORPORATION,,DEVRIES HVAC INC,DAN DEVRIES,,,,,,,,12734,,NO,492184,C-20,5/31/2020,,,,,,,,,141.8,141.8,0,devrieshvac@gmail.com,7515,SUN AVENUE SUITE B,,CITRUS HEIGHTS,CA,95610,7515 SUN AVENUE SUITE B,CITRUS HEIGHTS CA 95610,,,7515 SUN AVENUE SUITE B,CITRUS HEIGHTS,CA,95610,Yes,7515 SUN AVENUE SUITE B,CITRUS HEIGHTS,CA,95610,916-768-5902,000000009B76050A,1707516793,,ANE:1806270134548801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12738,Legacy Record,CONTRACTOR,ELECTRICAL,NUWAVE,CORPORATION,464953898,NUWAVE,TAMMY LIM,,,,,,,,,,Yes,1000182,C10,1/31/2019,,,,,,,,,141.8,141.8,0,,1875,CORONADO AVE,,SIGNAL HILL,CA,90755,1875 CORONADO AVE,SIGNAL HILL CA 90755,,,1875 CORONADO AVE,SIGNAL HILL,CA,90755,Yes,1875 CORONADO AVE,Signal hill,ca,90755,562-498-0800,000000009B7606ED,1717587564,,ANE:1807111002528024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12743,Legacy Record,CONTRACTOR,ELECTRICAL,PRIORITY 1 ELECTRIC,LIMITED LIABILITY CORPORATION,,,Donald Eugene Kruse,,,,,,,,12743,,NO,657852,C-10,11/30/2018,,,,,,,,,141.8,141.8,0,customerservice@priority1electric.com,1309,Silica,Ave,Sacramento,CA,95815,1309 Silica Ave,Sacramento CA 95815,,,1309 Silica Ave,Sacramento,CA,95815,Yes,1309 Silica Ave,Sacramento,CA,95815,916-929-7995,000000009B7607B1,1722608322,,ANE:1807181109305244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764,Legacy Record,CONTRACTOR,ROOFING,SPRING ROOFING INC.,SOLE PROPRIETOR,,,PAVEL CHORNEY,,,,,,,,12764,,NO,1022427,C39,1/31/2019,,,,,,,,,141.8,141.8,0,,5333,HACKBERRY LANE,,SACRAMENTO,CA,95841,5333 HACKBERRY LANE,SACRAMENTO CA 95841,,,5333 HACKBURY LANE,SACRAMENTO,CA,95841,No,5333 HACKBERRY LANE,SACRAMENTO,CA,95841,,000000009B7611AE,1752417875,,ANE:1808270235219792,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12775,Legacy Record,CONTRACTOR,CONSTRUCTION,DISTINGUISHED CONSTRUCTION,SOLE PROPRIETOR,,DISTINGUISHED CONSTRUCTION,RONALD GREEN,,,,,,,,12775,,NO,974924,B,7/31/2020,,,,,,,,,141.8,141.8,0,distinguishedconstruction@yahoo.com,7743,EL VERANO AVE,,ELVERTA,CA,95626,7743 EL VERANO AVE,ELVERTA CA 95626,,,7743 EL VERANO AVE,ELVERTA,CA,95626,Yes,7743 EL VERANO AVE,ELVERTA,CA,95626,916-868-4952,000000009B761354,1793234992,,ANE:1809280832226998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12786,Legacy Record,CONTRACTOR,GENERAL,VIGOR CONSTRUCTION,CORPORATION,,VIGOR CONSTRUCTION,Paul Hale,,,,,,,,,,Yes,996868,B,20-Nov,,,,,,,,,141.8,141.8,0,phale@solaruniverse.com,4659,GOLDEN FOOTHILL PARKWAY,,El Dorado,CA,95762,4659 GOLDEN FOOTHILL PARKWAY,El Dorado CA 95762,,,4659 GOLDEN FOOTHILL PARKWAY,El Dorado,CA,95762,Yes,4659 GOLDEN FOOTHILL PARKWAY,"El Dorado,",CA,95762,916-597-0500,000000009B7616C4,1838852967,,ANE:1810191156124543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12829,Legacy Record,CONTRACTOR,ELECTRICAL,"CMCO SOLUTIONS, INC",CORPORATION,,CMCO SOLUTIONS,,,,,,,,,,,Yes,775037,C-10,22-Apr,,,,,,,,,141.8,141.8,0,,3883,BLUEBIRD LANE,,Loomis,CA,95650,3883 BLUEBIRD LANE,Loomis CA 95650,,,3883 BLUEBIRD,Loomis,CA,95650,No,3883 BLUEBIRD LANE,Loomis,CA,95650,,000000009B764C21,1925875169,,ANE:1902010922360398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12837,Legacy Record,CONTRACTOR,CONSTRUCTION,"Diede Construction, Inc",CORPORATION,,,Steven L. Diede,,,,,,,,,,Yes,632667,"A,B,C2,C8",12/31/2019,,,,,,,,,238.84,238.84,0,lvaldez@diedeconstruction.com,12393,N. Hwy 99,,Lodi,CA,95240,12393 N. Hwy 99,Lodi CA 95240,,,12393 N. Hwy 99,Lodi,CA,95240,Yes,12393 N. Hwy 99,Lodi,CA,95240,209-369-8255,00000000B4BFB01B,1936185486,,ANE:1902131044482512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12848,Legacy Record,CONTRACTOR,CONSTRUCTION,Pacific Craft Builders,CORPORATION,,Pacific Craft Builders,Adam Abilgaard,,1521,,,,,,,,Yes,991061,b,3/31/2022,,,,,,,,,190.32,190.32,0,info@pacificcraftbuilders.com,527,G Street,,Davis,CA,95616,527 G Street,Davis CA 95616,,,527 G Street,Davis,CA,95616,Yes,527 G Street,"Davis,",CA,95616,530-758-1203,00000000B4BFB099,1949412362,,ANE:1902271138526340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12858,Legacy Record,CONTRACTOR,HVAC,Nor Cal Mechanical,CORPORATION,,Nor Cal Mechanical,Bradley Nichols,,,,,,,,825097,,Yes,825097,C-20,9/30/2019,,,,,,,,,141.8,141.8,0,randy@norcalheatingandcooling.com,4663,Golden Foothill Parkway ST101,,El Dorado,CA,95762,4663 Golden Foothill Parkway ST101,El Dorado CA 95762,,,4663 Golden Foothill Parkway,El Dorado,CA,95762,No,4663 Golden Foothill Parkway ST101,"El Dorado,",CA,95762,530-677-5242,000000009B764F69,1968146516,,ANE:1903200112099101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12872,Legacy Record,CONTRACTOR,CONSTRUCTION,S B MARTIN LLC,CORPORATION,,S.B. Martin,Sam Martin,,,,,,,,12872,,NO,385598,"C-8, B",11/30/2019,,,,,,,,,141.8,141.8,0,sam@sbmartin.com,3081,Latham Lane,,El Dorado,CA,95762,3081 Latham Lane,El Dorado CA 95762,,,3081 Latham Lane,El Dorado,CA,95762,Yes,3081 Latham Lane,"El Dorado,",CA,95762,916-532-3736,000000009B7652C8,1985038694,,ANE:1904100313158759,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12931,Legacy Record,CONTRACTOR,CONSTRUCTION,SMR Contracting,LIMITED LIABILITY CORPORATION,,,,,,,,,,,,,Yes,534976,B,7/20/2020,,,,,,,,,0,,0,suemidkiff2008@gmail.com,61,Lumberjack Lane,,Yankee Hill,CA,959605,61 Lumberjack Lane,Yankee Hill CA 959605,,,,,,,No,61 Lumberjack Lane,Yankee Hill,CA,959605,530-321-2032,000000009B765DA4,2075589542,,ANE:1907231006349525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12933,Legacy Record,CONTRACTOR,,BLINE CONSTRUCTION INC,CORPORATION,,,David Tan,,,,,,,,12933,,NO,768320,"B,C36,A,C10",9/30/2019,,,,,,,,,141.8,141.8,0,admin@blineconstruction.com,430,Lea Way,,Sacramento,CA,95815,430 Lea Way,Sacramento CA 95815,,,430 Lea Way,Sacramento,CA,95815,Yes,430 Lea Way,Sacramento,CA,95815,916-646-6391,000000009B765DE8,2076911934,,ANE:1907240219101361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12940,Legacy Record,CONTRACTOR,CONSTRUCTION,Julian's Heating and Air Conditioning,SOLE PROPRIETOR,,,,,1711,,,,,,,,Yes,1041295,C20,6/30/2020,,,,,,,,,190.32,190.32,0,HOLLY@JULIANSHEATINGANDAIR.COM,526,Saddleback Drive,,Marysville,CA,95901,526 Saddleback Drive,Marysville CA 95901,,,PO BOX 3141,Yuba City,CA,95992,No,526 Saddleback Drive,Marysville,CA,95901,530-645-8581,000000009B765EC9,2086244382,,ANE:1908051110341085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12946,Legacy Record,CONTRACTOR,CONSTRUCTION,"PAUL KEARNEY, INC",CORPORATION,,,,,,,,,,,,,Yes,690600,B,10/31/2019,,,,,,,,,141.8,141.8,0,paulkearneyinc@comcast.net,,P.O. BOX 1587,,FAIR OAKS,CA,95628,P.O. BOX 1587,FAIR OAKS CA 95628,,,P.O. BOX 1587,FAIR OAKS,CA,95628,Yes,P.O. BOX 1587,"Fair Oaks,",CA,95628,916-870-4668,000000009B76607D,2094540321,,ANE:1908130310019271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12960,Legacy Record,CONTRACTOR,CONSTRUCTION,ALL SIDES EXTERIORS INC,CORPORATION,,ALL SIDES EXTERIORS INC,Ruslan Yakovchuk,,,,,,,,,,Yes,1011447,B - C61 - D41,20-Feb,,,,,,,,,141.8,141.8,0,www.gabeallsidehi@gmail.com,3628,Madison Ave,#19,North Highlands,CA,95660,3628 Madison Ave #19,North Highlands CA 95660,,,3628 MADISON AVE #19,North Highlands,CA,95660,Yes,3628 Madison Ave #19,North Highlands,CA,95660,916-910-5978,000000009B769344,2115946726,,ANE:1909050113529688,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12965,Legacy Record,CONTRACTOR,ROOFING,MID VALLEY ROOFING,SOLE PROPRIETOR,,MID VALLEY ROOFING,Robert Bullis,,,,,,,,,,Yes,785520,C-39,10/31/2020,,,,,,,,,141.8,141.8,0,midvalleyroofing@msn.com,2048,COLANNADE WAY,,ELVERTA,CA,95626,2048 COLANNADE WAY,ELVERTA CA 95626,,,2048 COLANNADE WAY,ELVERTA,CA,95626,Yes,2048 COLANNADE WAY,ELVERTA,CA,95626,916-207-0929,000000009B769495,2125256873,,ANE:1909161145009707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12979,Legacy Record,CONTRACTOR,RESIDENTIAL,Price Is Right Construction,SOLE PROPRIETOR,,,Rodney Wayne Greer,,,,,,,,,,Yes,837893,B,5/31/2020,,,,,,,,,141.8,141.8,0,price10@yahoo.com,469,D Street,,Dixon,CA,95620,469 D Street,Dixon CA 95620,,,469 D Steeet,Dixon,CA,95620,No,469 D Street,"Dixon,",CA,95620,707-427-8000,000000009B76D099,2152732678,,ANE:1910160941254793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12985,Legacy Record,CONTRACTOR,ELECTRICAL,Superior Electrical Service Technician,CORPORATION,,,,,,,,,,,,,Yes,,,,,,,,,,,,141.8,141.8,0,asuperiorelectric@comcast.net,11230,Gold Express Dr,Ste. 310,GOLD RIVER,CA,95670,11230 Gold Express Dr Ste. 310,GOLD RIVER CA 95670,,,11230 GOLD EXPRESS DR STE 310,GOLD RIVER,CA,95670,No,11230 Gold Express Dr Ste. 310,GOLD RIVER,CA,95670,916-608-4000,000000009B76D1A1,2165216442,,ANE:1910301156506079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12995,Legacy Record,REPAIR SERVICES,HEAVY MACHINERY,HUNTER MOBILE REPAIR,LIMITED LIABILITY CORPORATION,,,WILLIAMS ERIC E & ERIKA C,,,,,,,(11/15/2019 11:00 AM ET)PROVIDING MAINTENANCE TO HUNTER ENGINEERING EQUIPMENT,,,Yes,,,,,,,,,,,,141.8,141.8,0,markwilliams8832@gmail.com,27898,CR 19,,ESPARTO,CA,95627,27898 CR 19,ESPARTO CA 95627,PARCEL,048-200-002,27898 COUNTY ROAD 19,ESPARTO,CA,95627,No,27898 CR 19,ESPARTO,CA,95627,530-774-2112,000000009B76D4AE,2178090321,YOLO:11021013292230427,ANE:1911151033247362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13004,Legacy Record,CONTRACTOR,SIGNS,ARROW SIGN COMPANY,CORPORATION,,,,,,,,,,,,,Yes,314794,"C45, 51, 61",10/31/2020,,,,,,,,,141.8,141.8,0,permits@arrowsigncompany.com,1051,46TH AVENUE,,Oakland,CA,94601,1051 46TH AVENUE,Oakland CA 94601,,,1051 46th AVENUE,Oakland,CA,94601,Yes,1051 46TH AVENUE,Oakland,CA,94601,510-533-0815,000000009B7857A2,2197598059,,ANE:1912130821464851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13013,Legacy Record,CONTRACTOR,HVAC,CRYSTAL BLUE PLUMBING HEATING & AIR INC,CORPORATION,,,Mylo Paisley,,,,,,,,,,Yes,1005310,"B, C20, C36",7/31/2021,,,,,,,,,190.32,190.32,0,accounting@crytsalblueplumbing.com,3129,Swetzer Rd # G,,Loomis,CA,95650,3129 Swetzer Rd # G,Loomis CA 95650,,,3129 Swetzer Rd # G,Loomis,CA,95650,Yes,3129 Swetzer Rd # G,Loomis,CA,95650,916-577-5020,00000000A70702B3,2208436213,,ANE:2001031003465443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13029,Legacy Record,CONTRACTOR,PLUMBING,Adroit Plumbing,SOLE PROPRIETOR,,,Christopher Bustos,,1522,,,,,,,,Yes,831697,C-36,1/31/2022,,,,,,,,,141.8,141.8,0,chris@adroitplumbing.com,1860,Sierra Gardens Dr,,ROSEVILLE,CA,95661,1860 Sierra Gardens Dr,ROSEVILLE CA 95661,,,1860 Sierra Gardens Dr,ROSEVILLE,CA,95661,Yes,1860 Sierra Gardens Dr,ROSEVILLE,CA,95661,916-380-0140,000000009B7ADB05,2224001384,,ANE:2001230115127691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13053,Legacy Record,CONTRACTOR,CONSTRUCTION,Champion Fire Protection,LIMITED LIABILITY CORPORATION,,,Brad Nelson,,9224,,,,,,,,Yes,1019396,C-16,20-Dec,,,,,,,,,141.8,141.8,0,bnelson@championprotection.net,8698,Elk Grove Blvd,,"Elk Grove,",CA,95624,8698 Elk Grove Blvd,"Elk Grove, CA 95624",,,8698 Elk Grove Suite 1-219,Elk Grove,CA,95624,No,8698 Elk Grove Blvd,"Elk Grove,",CA,95624,530-863-7134,000000009B7AE260,2251341282,,ANE:2003030936122466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13073,Legacy Record,CONTRACTOR,CONSTRUCTION,Spartan Home Services,LIMITED LIABILITY CORPORATION,,,Mathew Boysel,,1711,,,,,,1055323,,Yes,1055323,B-C,7/31/2021,,,,,,,,,141.8,141.8,0,jessica.s@spartanhomepros.com,920,Reserve Drive,,Roseville,CA,95678,920 Reserve Drive,Roseville CA 95678,,,920 Reserve Dr,Roseville,CA,95678,No,920 Reserve Drive,Roseville,CA,95678,916-249-7777,000000009B7AE474,2286873117,,ANE:2005220905187536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13086,Legacy Record,CONTRACTOR,CONSTRUCTION,BD Builders,SOLE PROPRIETOR,,,Danny L. Dorkin,,1521,,,,,,,,Yes,600440,B,3/31/2022,,,,,,,,,141.8,141.8,0,dandorkin@gmail.com,4230,South Single Road,,"Cameron Park,",CA,95682,4230 South Single Road,"Cameron Park, CA 95682",,,4230 South Shingle Road,"Cameron Park,",CA,95682,No,4230 South Single Road,"Cameron Park,",CA,95682,916-871-3030,000000009B7AFE4A,2292958461,,ANE:2006021156175834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13097,Legacy Record,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,0000000089A0BDE5,2309012956,,ANE:2006250814411940,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13109,Legacy Record,CONTRACTOR,ROOFING,Valley Pro Roofing,CORPORATION,,,Humberto Villalobos,,1761,,,,,,,,Yes,1049845,c-39,2/28/2021,,,,,,,,,141.8,141.8,0,,2539,N Mitre Ave,,FRESNO,CA,93722,2539 N Mitre Ave,FRESNO CA 93722,,,2539 N Mitre Ave,FRESNO,CA,93722,Yes,2539 N Mitre Ave,FRESNO,CA,93722,559-994-9057,000000009B7B2E5F,2323943973,,ANE:2007161121406940,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13123,Legacy Record,CONTRACTOR,ENGINEERING,Justin Anselmo,CORPORATION,,Anselmo Brothers,Justin Anselmo,,1611,,,,,,,,Yes,1032837,A,11/30/2021,,,,,,,,,141.8,141.8,0,justin@anselmosbros.com,,P.O. Box 879,,"Dixon,",CA,95620,P.O. Box 879,"Dixon, CA 95620",,,P.O. Box 879,"Dixon,",CA,95620,Yes,P.O. Box 879,"Dixon,",CA,95620,707-580-5042,000000009B7B31C6,2340705261,,ANE:2008100908572818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13140,Legacy Record,CONTRACTOR,SOLAR/PV,Sungenix Energy Solutions,CORPORATION,,,Danny Takizawa,,1731,,,,,,,,Yes,999745,C-10,3/30/2021,,,,,,,,,190.32,190.32,0,,690,Saratoga Ave,#100,San Jose,CA,95129,690 Saratoga Ave #100,San Jose CA 95129,,,690 Saratoga Ave #100,San Jose,CA,95129,Yes,690 Saratoga Ave #100,San Jose,CA,95129,714-486-5000,00000000A707541D,2364907226,,ANE:2009150931381535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13166,Legacy Record,CONTRACTOR,CONSTRUCTION,Locken Enterprises,CORPORATION,,,Marland Locken,,1521,,,,,,826335,,NO,526335,B,21-Mar,,,,,,,,,141.8,141.8,0,marland@lockedente3rprises.com,7261,Nicolaus Road,,"Lincoln,",CA,95648,7261 Nicolaus Road,"Lincoln, CA 95648",,,7261 Nicolaus,"Lincoln,",CA,95648,No,7261 Nicolaus Road,"Lincoln,",CA,95648,916-847-1302,000000009B9A82E1,2394646954,,ANE:2010210904153360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13167,Legacy Record,CONTRACTOR,CONSTRUCTION,KT CONSTRUCTION,SOLE PROPRIETOR,,,Kodi Tatham,,1521,,,,,,,,Yes,1011144,B,2/28/2022,,,,,,,,,190.32,190.32,0,koditatham@yahoo.com,46,College Street,,Woodland,CA,,46 College Street,Woodland CA,,,46 College Steet,WOODLAND,CA,95695,No,46 College Street,Woodland,CA,,,00000000A707B6D2,2397077737,,ANE:2010231052266390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13186,Legacy Record,CONTRACTOR,CONSTRUCTION,A + Plastering,SOLE PROPRIETOR,,,Rafael Garcia,,1742,,,,,,844625,,Yes,844625,C-35,22-Aug,,,,,,,,,141.8,141.8,0,palstersacramento@gmail.com,1541,Sacramento,,WEST SACRAMENTO,CA,95605,1541 Sacramento,WEST SACRAMENTO CA 95605,,,1541 Sacramento Avenue,West Sacramento SACRAMENTO,CA,95605,No,1541 Sacramento,WEST SACRAMENTO,CA,95605,916-730-2229,00000000A707FE31,2413879176,,ANE:2011171056471841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189,Legacy Record,CONTRACTOR,CONSTRUCTION,Del Rio Roofing Solutions Inc,CORPORATION,,,,,,,,,,,1761,,NO,925080,C39,4/30/2022,,,,,,,,,141.8,141.8,0,delrioroofing@gmail.com,118,Plymouth Ct.,,Vacavile,CA,95687,118 Plymouth Ct.,Vacavile CA 95687,,,f118 Plymouth Ct.,Vacavile,CA,95687,No,118 Plymouth Ct.,Vacavile,CA,95687,650-815-1771,00000000A707FF39,2417546962,,ANE:2011231143425187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13195,Legacy Record,CONTRACTOR,CONSTRUCTION,Cobex Construction Group,CORPORATION,,Cobex Construction Group,Sergey Kopychuk,,1761,,,,,,1031864,,NO,1043168,C-39,8/31/2022,,,,,,,,,141.8,141.8,0,permits@cobexcg.com,503,Giuseppe Ct #4,,Roseville,CA,95678,503 Giuseppe Ct #4,Roseville CA 95678,,,503 Guiseppe Court #4,Roseville,CA,95678,No,503 Giuseppe Ct #4,Roseville,CA,95678,916-745-6699,00000000A7087776,2426092828,,ANE:2012080858301190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13216,Legacy Record,CONTRACTOR,SOLAR/PV,"SolarHut, LLC",LIMITED LIABILITY CORPORATION,,,Luke Miller,,1731,,,,,,,,Yes,970970,C-46,,,,,,,,,,141.8,141.8,0,ben@solarhut.org,6590,Commerce Way Suite C,,Diamond Springs,CA,95619,6590 Commerce Way Suite C,Diamond Springs CA 95619,,,6590 Commerce Way Suite C,Diamond Springs,CA,95619,Yes,6590 Commerce Way Suite C,Diamond Springs,CA,95619,530-651-5111,00000000A709204B,2467285262,,ANE:2102090311071969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13221,Legacy Record,CONTRACTOR,CONSTRUCTION,WIEAND AND ASSOCIATES,CORPORATION,,,Brent P Weiand,,1521,,,,,,13221,,NO,710142,B,8/31/2021,,,,,,,,,141.8,141.8,0,bphomes99@yahoo.com,1735,West H St,,Dixon,CA,,1735 West H St,Dixon CA,,,1735 West H St.,"Dixon,",CA,95620,No,1735 West H St,Dixon,CA,,530-308-5008,00000000A709249A,2481055749,,ANE:2103011048326194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13222,Legacy Record,CONTRACTOR,CONSTRUCTION,Ramco,,,,,,,,,,,,,,Yes,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,Yes,,,,,,000000009B9A8579,2481893805,,ANE:2103020852456800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13231,Legacy Record,,,Bob Jahn's Roofing,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,jahns51@yahoo.com,610,Commererce Dr.,Ste E.,Roseville,CA,95678,610 Commererce Dr. Ste E.,Roseville CA 95678,,,,,,,No,610 Commererce Dr. Ste E.,Roseville,CA,95678,916-879-5483,000000009508C1F7,2500378514,,ANE:2103231255429289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13236,Legacy Record,CONTRACTOR,PLUMBING,Harvey Installs,SOLE PROPRIETOR,,,Joseph Harvey,,1711,,,,,,13236,,NO,980168,C36,1/31/2023,,,,,,,,,141.8,141.8,0,harveyinstalls23@gmail.com,93,Quail Ridge Rd.,,Oroville,CA,95966,93 Quail Ridge Rd.,Oroville CA 95966,,,93 Quail Rd.,Oroville,CA,95966,No,93 Quail Ridge Rd.,Oroville,CA,95966,916-821-3080,00000000A70979CB,2508084061,,ANE:2104020819077868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13237,Legacy Record,CONTRACTOR,CONSTRUCTION,Christopher Crawford Const.,CORPORATION,,,Christopher Crawford,,1521,,,,,,13237,,NO,962912,B,7/31/2021,,,,,,,,,440.24,370.52,69.72,cpcbuidlers@gmail.com,23308,GIFFORD RD,,Knights Landing,CA,95645,23308 GIFFORD RD,Knights Landing CA 95645,,,23308 Grifford Road,Knights Landing,CA,95645,No,23308 GIFFORD RD,Knights Landing,CA,95645,831-297-3331,00000000B4A68935,2508138890,,ANE:2104020905058142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13261,Legacy Record,OUT OF COUNTY,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,000000009FD7D0F8,2543400295,,ANE:2105250204569333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13260,Legacy Record,CONTRACTOR,HVAC,Mosburg  Heating and Air,SOLE PROPRIETOR,,,Greg Mosburg,,238220,,,,,,628674,,NO,,"C20, C46",,,,,,,,,,141.8,141.8,0,,3422,Swetzer Rd,Ste B,Loomis,CA,95650,3422 Swetzer Rd Ste B,Loomis CA 95650,,,,,,,No,3422 Swetzer Rd Ste B,Loomis,CA,95650,916-652-8533,00000000A70A7A95,2543078953,,ANE:2105250939308679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13296,Legacy Record,CONTRACTOR,CONSTRUCTION,Ama Construction,PARTNERSHIP,,,John Reifoldt,,1521,,,,,,1062532,,Yes,1062532,B,1/31/2022,,,,,,,,,141.8,141.8,0,naderfaris5@gmail.com,308,Ashwood Way,,"Lincoln,",CA,95648,308 Ashwood Way,"Lincoln, CA 95648",,,308 Ashwood Way,"Lincoln,",CA,95648,Yes,308 Ashwood Way,"Lincoln,",CA,95648,916-316-2278,00000000A70A84C8,2588446339,,ANE:2107201006360607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13484,Legacy Record,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,00000000AB63F76E,2875455247,,ANE:2206100945147777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11362,Legacy Record,CONTRACTOR,SOLAR/PV,REAL GOODS SOLAR,CORPORATION,,REAL GOODS SOLAR,,3,238160,,,,,(2/8/2011 12:00 PM AT)RESIDENTAIL SOLAR INSTALLATION,11362,,NO,840934,"C46, C10",6/30/2012,,,,,,,,,334.9,265,69.9,STEVEN.HARMON@REALGOODS.COM,320,A SANTANA,,"CLOVERDALE,",CA,95425,320 A SANTANA,"CLOVERDALE, CA 95425",,,320 A SANTANA,"CLOVERDALE,",CA,95425,Yes,320 A SANTANA,"CLOVERDALE,",CA,95425,707-272-7600,000000000DE31F0F,,,AT:1102081159411952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
